country,year,pop,areakm2 ,gdpnom,flights - WB,hotels,hotrooms,expend,receipt,ovnarriv,dayvisit,crusvis,arrpleas,arrbus,arrair,arrwat,emptour,carrycap,exptour,expbus,travx,travpas,arrafr,arram,arreap,arreur,arrme,arrse,arroth,arrausl,arrbel,araus,arrfra,arrger,arrchn,arrit,arrnet,arrswz,arrind,arruae,arrreu,arrsey,arrspa,arrsin,arrsaf,arrrus,arrswe,arruk,arrmad,ocrooms,ocbed,avstay,avcap,intrxgdp,ottexpdg,tbalgdp,topen,tcov,intxexg,intxexs,intxexal,intxcac,oteximg,otxims,otximal,otxcad
19,1,157900,617,708000000,.,.,.,.,233000000,250000,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
19,2,159100,617,723000000,.,.,.,.,210000000,253000,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
19,3,160600,617,781000000,.,.,.,.,282000000,277000,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
19,4,162400,617,858000000,.,.,.,.,326000000,298000,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
19,5,164300,617,909000000,.,.,.,.,382000000,318000,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
19,6,166400,617,1018000000,.,.,.,.,294000000,303000,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
19,7,168300,617,1132000000,.,.,4889,302000000,302000000,287000,618000,610000,277000,11000,.,.,.,1.7,.,.,302,.,.,192000,.,90000,.,.,5000,.,179,289,3642,1592,.,1020,459,323,.,.,.,.,265,.,.,.,602,79180,.,64.9,.,9.08,.,26.7,3.7,23,30.4,719,298.4,84.9,66.1,59.8,7.8,20.4,5.6,5.4
19,8,170300,617,1175000000,.,.,5396,311000000,311000000,296000,629000,620000,283000,13000,280000,16000,.,1.74,.,.,311,.,.,198000,.,94000,.,.,4000,.,209,239,4271,1823,.,1132,.,395,.,.,.,.,363,.,.,.,579,83693,.,61.6,.,8.9,.,26.5,3.8,22.6,30.3,691.1,180.3,85.5,58,53.5,7.4,20.9,5.5,5.3
19,9,172400,617,1174000000,.,.,4685,296000000,296000000,278000,704000,699000,263000,15000,261000,18000,.,1.62,.,.,296,.,.,190000,.,84000,.,.,4000,.,241,308,5356,2416,.,925,.,386,.,.,.,.,304,.,.,.,521,71853,.,53,.,9.2,.,25.2,4,21.2,29.2,629.8,154.7,83.9,54.4,50,10.3,24.7,7.3,6.9
19,10,174000,617,1200000000,.,.,4735,329000000,329000000,306000,678000,670000,292000,14000,290000,16000,.,1.76,.,.,329,.,.,217000,.,86000,.,.,3000,.,264,579,5822,4142,.,1134,400,636,.,.,.,.,331,.,.,.,719,67417,.,54.4,.,8.6,.,27.2,3.9,23.3,31.1,700,137.7,84.3,52.3,47.9,8.1,23.2,6,5.7
19,11,176000,617,1211000000,.,.,4845,317000000,317000000,312000,638000,630000,292000,20000,289000,23000,.,1.77,.,.,317,.,.,220000,.,92000,.,.,.,.,255,399,7428,3041,.,1239,320,851,.,.,.,.,366,.,.,.,699,73059,.,58,.,8.9,.,26,4,22,30,646.9,176.3,83.5,56.7,51.1,8,23.7,6,5.7
19,12,.,617,1220000000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,0,40200,264,.,.,.,.,.,559000000,354000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,1,42500,264,.,.,.,.,.,585000000,334000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,2,45100,264,.,.,.,.,.,607000000,303000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,3,47800,264,.,.,.,.,.,518000000,294000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,4,50300,264,.,.,.,.,.,523000000,260000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,5,52300,264,.,.,.,.,.,356000000,168000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,6,53700,264,.,.,.,.,.,509000000,267000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,7,54700,264,.,.,.,4484,475000000,475000000,292000,1716000,1716000,271000,21000,292000,1716000,7000,5.34,.,.,.,.,1000,268000,2000,20000,.,.,1000,810,153,241,516,871,56,715,485,539,141,9,.,1,308,63,428,93,255,14126,2000,61.8,.,4.7,.,.,.,.,.,236.3,.,.,.,.,.,.,.,.
20,8,55300,264,.,.,.,4332,520000000,520000000,303000,1553000,1553000,284000,19000,303000,1553000,9000,5.48,.,.,.,.,1000,279000,2000,21000,.,.,.,922,162,235,623,991,71,879,500,542,190,6,.,.,324,59,397,87,318,14277,.,62.2,.,4.5,.,.,.,.,.,264,.,.,.,.,.,.,.,.
20,9,55800,264,.,.,.,4563,535000000,535000000,272000,1520000,1520000,256000,16000,272000,1520000,8000,4.88,.,.,.,.,1000,250000,2000,19000,.,.,.,942,106,187,501,913,51,960,404,450,171,14,.,.,298,46,364,45,222,13100,1000,59,.,4.4,.,.,.,.,.,309.2,.,.,.,.,.,.,.,.
20,10,56200,264,.,.,.,4302,385000000,385000000,288000,1598000,1598000,272000,17000,288000,1598000,8000,5.12,.,.,.,.,1000,265000,2000,20000,.,.,.,1118,131,248,603,1106,47,935,440,491,157,13,.,.,870,66,487,81,299,12503,1000,68.2,.,4.4,.,.,.,.,.,205.9,.,.,.,.,.,.,.,.
20,11,56700,264,.,.,.,.,.,.,309000,1401000,1401000,291000,18000,309000,1401000,.,5.45,.,.,.,.,1000,285000,2000,21000,.,.,.,1069,155,245,639,1174,.,1104,490,546,149,14,1,.,1264,61,386,85,362,12534,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20,12,.,264,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,0,107900,389,397000000,.,.,.,.,82000000,73000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,1,108000,389,431000000,.,.,.,.,89000000,71000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,2,108200,389,463000000,.,.,.,.,91000000,78000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,3,108400,389,482000000,.,.,.,.,91000000,79000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,4,108600,389,523000000,.,.,.,.,96000000,87000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,5,108800,389,551000000,.,.,.,.,104000000,96000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,6,108900,389,611000000,.,.,.,.,113000000,97000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21,7,109100,389,685000000,.,.,2116,.,110000000,90000,238000,231000,75000,15000,96000,231000,.,0.83,.,.,110,.,.,65000,.,23000,.,.,2000,.,179,.,1973,736,.,1491,112,470,.,.,.,.,156,.,.,.,382,16742,.,.,.,.,.,16.1,2.9,13.1,19,550,214.2,68.4,51.8,42.1,6.9,17.5,5,4.6
21,8,109200,389,699000000,.,.,2475,.,96000000,84000,166000,160000,70000,14000,90000,16000,.,0.77,.,.,96,.,.,61000,.,22000,.,.,1000,.,222,.,1505,861,.,1650,123,385,.,.,.,.,245,.,.,.,460,15442,.,.,.,.,.,13.7,2.6,11.2,16.3,533.3,167.9,62.7,45.7,38.7,5.5,17.6,4.2,4
21,9,109300,389,672000000,.,.,.,.,88000000,75000,196000,190000,60000,15000,81000,190000,.,0.69,.,.,88,.,.,55000,.,19000,.,.,1000,.,151,.,1113,731,.,1429,67,365,.,.,.,.,162,.,.,.,354,13347,.,.,.,.,.,13.1,2.1,11,15.2,628.6,164.9,63.3,45.8,38,4.8,14.9,3.6,3.4
21,10,109300,389,681000000,.,.,.,.,86000000,72000,159000,153000,58000,14000,78000,153000,.,0.66,.,.,86,.,.,54000,.,17000,.,.,1000,.,141,.,994,824,.,1105,193,316,.,.,.,.,160,.,.,.,483,12136,.,.,.,.,38.8,12.7,2.2,10.5,15,573.3,191.1,62.1,46.8,38.4,5,16.4,3.9,3.6
21,11,109400,389,691000000,.,.,.,.,90000000,74000,134000,130000,60000,14000,78000,130000,.,0.68,.,.,90,.,.,52000,.,21000,.,.,1000,.,171,.,1051,744,.,1037,166,384,.,.,.,.,171,.,.,.,391,14895,.,.,.,.,45.34,13.1,2.2,10.9,15.3,600,209.2,62.8,48.3,39.6,5.1,16.3,3.9,3.6
21,12,.,389,712000000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,0,97900,139,192000000,3814,.,.,.,7000000,35000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,1,98500,139,182000000,4157,.,.,.,6800000,32000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,2,99100,139,194000000,4323,.,.,.,5900000,37000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,3,99700,139,219000000,4453,.,.,.,10300000,40000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,4,100300,139,252000000,5255,.,.,.,13100000,41000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,5,100900,139,287000000,.,.,.,.,15000000,42000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,6,101600,139,303000000,.,.,.,.,15700000,39000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,7,102300,139,327000000,.,.,.,15200000,15200000,46000,19000,19000,.,.,46000,19000,.,0.45,6,8.4,14.4,0.88,.,6000,37000,3000,.,.,.,10414,.,.,.,765,321,.,.,.,.,.,.,.,.,.,.,.,.,867,.,.,.,.,.,4.9,6.2,-1.3,11.1,79.2,119.3,58.1,39.1,8.7,14.2,45.1,10.8,9.5
22,8,102900,139,332000000,.,.,.,19500000,19500000,49000,35000,35000,43000,6000,49000,35000,.,0.48,4.1,15,19.1,0.4,.,6000,39000,3000,.,.,1000,11431,.,.,.,771,387,.,.,.,.,.,.,.,.,.,.,.,.,947,.,.,.,.,.,5.7,7.4,-1.6,13.1,77.7,154.5,53.5,39.8,11.5,15.4,45.6,11.5,10.3
22,9,103500,139,337000000,.,.,.,16900000,16800000,51000,32000,32000,43000,8000,51000,32000,.,0.49,4.2,11.9,16.1,0.8,.,7000,39000,4000,.,.,1000,11598,.,.,.,883,643,.,.,.,.,.,.,.,.,.,.,.,.,1360,.,.,.,.,.,5.3,6,-0.7,11.2,88.5,230.6,49,40.4,11.4,13.7,40.8,10.2,9.2
22,10,104100,139,385000000,.,.,.,.,.,45000,24000,24000,38000,8000,45000,24000,.,0.43,.,.,.,.,.,6000,36000,3000,.,.,.,10214,.,.,.,719,628,.,.,.,.,.,.,.,.,.,.,.,.,674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,11,104500,139,439000000,.,.,.,.,.,46000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10320,.,.,305,780,671,175,.,.,31,.,.,.,.,.,.,.,.,696,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
22,12,.,139,476000000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,0,9400,26,14000000,.,.,.,.,.,1100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,1,9500,26,13000000,.,.,.,.,.,1100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,2,9500,26,15000000,.,.,.,.,.,1300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,3,9600,26,18000000,.,.,.,.,.,1400,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,4,9600,26,22000000,.,.,.,.,.,1300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,5,9700,26,22000000,.,.,.,.,.,1100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,6,9700,26,23000000,.,.,.,.,.,1100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,7,9800,26,27000000,.,.,.,.,.,1100,.,.,1000,100,1000,100,.,0.11,.,.,.,.,.,100,900,100,.,.,.,138,.,.,16,18,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,8,9800,26,31000000,.,.,.,.,.,1700,.,.,.,.,.,.,.,0.17,.,.,.,.,.,100,1300,200,.,.,100,205,.,.,12,18,.,20,.,.,.,.,.,.,.,.,.,.,.,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,9,9800,26,27000000,.,.,.,.,.,1600,.,.,.,.,.,.,.,0.16,.,.,.,.,.,100,1300,100,.,.,100,194,.,.,15,30,.,74,.,.,.,.,.,.,.,.,.,.,.,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,10,9800,26,32000000,.,.,.,.,.,1700,.,.,.,.,.,.,.,0.17,.,.,.,.,.,100,1300,100,.,.,100,166,.,.,17,28,.,41,.,.,.,.,.,.,.,.,.,.,.,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,11,9800,26,36000000,.,.,.,.,.,1200,.,.,1100,100,1100,100,.,0.12,.,.,.,.,.,100,900,100,.,.,100,116,.,.,8,16,.,9,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23,12,.,26,37000000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,0,19200,459,.,.,.,.,.,53000000,58000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,1,19400,459,.,.,.,.,.,59000000,54000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,2,19600,459,.,.,.,.,.,57000000,59000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,3,19700,459,.,.,.,.,.,76000000,63000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,4,19800,459,.,.,.,.,.,97000000,89000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,5,19900,459,.,.,.,.,.,97000000,81000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,6,20000,459,.,.,.,.,.,99000000,82000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,7,20100,459,.,.,.,.,113000000,113000000,88000,.,.,84000,4000,88000,0,.,4.37,.,.,.,.,.,6000,79000,2000,.,.,1000,733,.,.,.,476,464,328,.,140,.,.,.,.,.,.,.,302,.,389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,8,20200,459,.,.,.,1386,117000000,117000000,79000,.,.,76000,3000,79000,0,.,3.91,.,.,.,.,.,5000,70000,3000,.,.,1000,711,.,.,.,621,439,344,.,187,.,.,.,.,.,.,.,637,.,335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,9,20300,459,.,.,.,1386,113000000,113000000,72000,.,.,68000,4000,72000,0,.,3.54,.,.,.,.,.,5000,63000,3000,.,.,1000,700,.,.,.,629,534,327,.,225,.,.,.,.,.,.,.,295,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,10,20500,459,.,.,.,1394,124000000,124000000,86000,.,.,82000,3000,86000,0,.,4.2,.,.,.,.,.,6000,76000,3000,.,.,1000,1241,.,.,245,662,725,384,.,216,.,.,.,.,.,226,.,562,.,311,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,11,20600,459,.,.,.,1394,.,.,109000,.,.,106000,3000,109000,0,.,5.29,.,.,.,.,.,6000,99000,3000,.,.,1000,1134,.,.,279,749,1699,273,.,289,.,.,.,.,.,210,.,577,.,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,12,.,459,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,0,4028000,710,94308000000,71042,.,.,.,5142000000,6062000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,1,4138000,710,87701000000,72431,.,.,.,4641000000,5857000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,2,4176000,710,90640000000,72444,.,.,.,4458000000,5855000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,3,4115000,710,95957000000,64117,.,.,.,3842000000,4703000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,4,4167000,710,112697000000,76253,.,.,.,5327000000,6553000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,5,4266000,710,125429000000,77119,.,.,.,6209000000,7079000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,6,4401000,710,145746000000,84747,.,.,.,7536000000,7588000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25,7,4589000,710,177580000000,87564,226,37624,.,9066000000,7957000,2328000,.,7117000,3168000,7172000,1538000,.,1.73,.,.,9066,.,94000,524000,7323000,1277000,78000,968000,21000,724904,18735,19209,126056,184726,1090287,44872,86489,49040,622419,10010,.,.,23773,.,42736,.,42295,609740,.,87,.,.,.,5.1,7.6,-2.5,12.7,67.6,2.9,12.3,2.3,2,5.2,17.6,4,3.4
25,8,4839000,710,189964000000,91387,243,39376,.,10714000000,7778000,2338000,.,6950000,3166000,7234000,1322000,.,1.61,.,.,10714,.,86000,505000,7070000,1334000,88000,1027000,6000,779776,20522,19228,138940,197412,1053659,50071,89252,56013,848683,12254,.,.,29052,.,41375,.,40001,603743,.,81,.,.,.,5.6,8.6,-3,14.2,65.5,3,12.2,2.4,2.2,5.2,18,4.1,3.6
25,9,4988000,710,185638000000,83772,268,42719,.,9368000000,7489000,2194000,.,6972000,2711000,7228000,1154000,.,1.5,.,.,9368,.,73000,468000,6785000,1318000,86000,953000,.,769549,20722,19797,147540,203858,913067,54198,91445,54717,792245,10464,.,.,30288,.,36740,.,36453,568385,.,75.8,.,.,.,5,8.5,-3.5,13.5,59.1,3.2,11.7,2.5,2.2,6.6,19,4.9,4.2
25,10,5077000,710,231697000000,128829,282,47312,.,14133000000,9161000,2481000,.,8382000,3260000,8845000,1266000,.,1.8,.,.,14133,.,70000,525000,8475000,1386000,101000,1084000,.,819953,23787,22693,165255,231070,1150027,59902,92941,62158,907350,13194,.,.,34013,.,34330,.,40336,572796,.,85.1,.,.,.,6.2,8.2,-2,14.4,75.9,3.8,14.1,3,2.6,6,18.9,4.6,3.9
25,11,5184000,710,265622000000,141519,.,.,.,17990000000,10390000,2781000,.,.,.,10142000,1328000,.,2,.,.,17990,.,70000,564000,9887000,1414000,113000,1123000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86.5,.,.,.,6.9,8.1,-1.2,15.1,85.2,4.2,15.8,3.3,2.9,5.8,18.9,4.5,3.8
25,12,5312500,710,276520000000,154429,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
